postcode,feature_id,feature_type,feature_subtype,name_label
3305,985427,education centre,secondary school,Portland Secondary College
3305,985429,education centre,secondary school,Portland Secondary College - Victoria Parade Campus
3305,632249,education centre,primary school,St Johns Lutheran School
3305,1031531,recreational resource,club house,
3305,655249,emergency facility,fire station,Cape Bridgewater Fire Station CFA
3305,655268,emergency facility,fire station,Cashmore Fire Station CFA
3305,655476,emergency facility,fire station,Gorae West Fire Station CFA
3305,982151,care facility,child care,Kalbarri Kindergarten
3305,655524,emergency facility,fire station,Heathmere Fire Station CFA
3305,142070,education centre,primary school,Portland North Primary School
3305,142071,education centre,primary school,Portland Primary School
3305,142074,education centre,special school,Portland Bay School
3305,685880,community venue,hall,Cashmore Public Hall
3305,1010137,recreational resource,playground,
3305,982133,recreational resource,playground,
3305,984510,care facility,child care,Elsa Macleod Kindergarten
3305,984300,care facility,child care,Goodstart Early Learning Portland
3305,993501,care facility,child care,Portland Ymca
3305,138555,care facility,aged care,Harbourside Lodge
3305,988916,care facility,aged care,Bupa Portland
3305,1024431,emergency facility,fire station,Portland Fire Station CFA
3305,1019452,admin facility,office,Sfm Forest Products Cfa Forest Industry Brigade Office
3305,996446,emergency facility,emergency coordination centre,Portland Local Command Facility
3305,994114,care facility,child care,Glenelg Shire Council Home Based Child Care
3305,1023331,care facility,child care,Portland After School Care Program
3305,701771,excavation site,quarry,
3305,701772,excavation site,quarry,
3305,911655,community space,camp ground,Wild Dog Bend
3305,911651,community space,camp ground,Swan Lake Camp
3305,911643,community space,camp ground,Moleside Camp
3305,693263,communication service,exchange,Mount Richmond Telephone Exchange
3305,988837,landmark,lookout,Viewpoint Lookout
3305,649580,community venue,hall,Mount Richmond Public Hall
3305,988937,emergency facility,fire station,Gorae West Satellite Fire Station (Mount Richmond) CFA
3305,634155,education centre,tertiary institution,South West Institute Of Tafe
3305,135268,education centre,secondary school,Bayview College
3305,142073,education centre,primary school,Portland South Primary School
3305,985478,emergency facility,coast guard,Portland Coast Guard Brigade
3305,652380,emergency facility,neighbourhood safer place,Portland (Civic Hall Car Park) NSP
3305,969663,admin facility,office,Portland (Pv)
3305,982150,care facility,child care,Jaycee Kindergarten
3305,142064,emergency facility,police station,Portland Police Station
3305,1019445,emergency facility,fire station (forest industry),Gpfl Cfa Forest Industry Brigade
3305,701766,excavation site,quarry,
3305,701767,excavation site,quarry,
3305,988117,recreational resource,picnic site,Saw Pit Picnic Area
3864,649311,community venue,hall,Fernbank Hall
3864,2226,landmark,monument,
3864,198816,building,ruin,
3864,649998,place of worship,church,
3864,842546,communication service,exchange,Fernbank Telephone Exchange
3864,649330,community venue,hall,Glenaladale Hall
3864,1018940,communication service,broadcast radio facility,
3864,18503,landmark,tower,Fernbank R/R
3864,655452,emergency facility,fire station,Glenaladale Fire Station CFA
3864,655420,emergency facility,fire station,Fernbank Fire Station CFA
3269,179616,admin facility,post office,
3269,652484,landmark,tower,
3269,634027,emergency facility,lifesaving club,Port Campbell SLSC
3269,3731,landmark,lookout,
3269,3259,landmark,lookout,
3269,652485,landmark,tower,
3269,765786,dumping ground,transfer station,Port Campbell Transfer Station
3269,649671,admin facility,tourist information centre,12 Apostles Visitor Information Centre
3269,178740,place of worship,church,Port Campbell Baptist Church
3269,842991,communication service,exchange,Port Campbell Telephone Exchange
3269,843001,communication service,exchange,Princeton Telephone Exchange
3269,969873,community venue,community centre,Port Campbell Community Centre
3269,694219,communication service,broadcast television facility,TV BCV63
3269,985651,storage facility,depot,Port Campbell Depot
3269,694164,communication service,broadcast television facility,TV AMV57
3269,969660,admin facility,office,Port Campbell (Pv)
3269,694411,communication service,broadcast television facility,TV VTV60
3269,694365,communication service,broadcast television facility,TV SBS66
3269,694102,communication service,broadcast television facility,TV ABRV54
3269,646733,emergency facility,ses unit,Port Campbell SES LHQ
3269,995670,storage facility,tank,
3269,995671,storage facility,tank,
3269,995672,storage facility,tank,
3269,995673,storage facility,tank,
3269,995674,storage facility,tank,
3269,995675,storage facility,tank,
3269,995676,storage facility,tank,
3269,995677,storage facility,tank,
3269,995678,storage facility,tank,
3269,995679,storage facility,tank,
3269,995680,storage facility,tank,
3269,1010691,landmark,monument,Port Campbell War Memorial
3269,179613,admin facility,post office,
3269,1023660,care facility,child care,Port Campbell Recreation Reserve
3269,655930,emergency facility,fire station,Port Campbell Fire Station CFA
3269,655936,emergency facility,fire station,Princetown Fire Station CFA
3269,984249,emergency facility,neighbourhood safer place,Port Campbell (Foreshore) NSP
3269,142048,emergency facility,police station,Port Campbell Police Station
3962,1362,control point,survey monument,
3962,1553,control point,survey monument,
3962,63374,landmark,tower,
3962,63708,landmark,tower,Woorarra
3962,693490,storage facility,depot,
3962,63372,landmark,tower,
3962,63373,landmark,tower,
3962,63376,landmark,tower,
3962,179857,place of worship,church,Toora Uniting Church
3962,178447,place of worship,church,Toora Anglican Church
3962,843166,communication service,exchange,Toora Telephone Exchange
3962,911195,communication service,exchange,
3962,843274,communication service,exchange,Woorarra Telephone Exchange
3962,933,landmark,lookout,
3962,179446,admin facility,post office,Toora Post Office
3962,970236,residential building,retirement village,Lions Club Of Toora Inc
3962,970619,storage facility,tank,
3962,970620,storage facility,tank,
3962,970621,storage facility,tank,
3962,651048,sport facility,aquatic centre,
3962,987541,recreational resource,playground,Stanley Street Playground
3962,1007988,power facility,wind turbine,
3962,1007994,power facility,wind turbine,
3962,1007996,power facility,wind turbine,
3962,1008074,power facility,wind turbine,
3962,1008427,power facility,wind turbine,
3962,1008248,power facility,wind turbine,
3962,1008060,power facility,wind turbine,
3962,1008066,power facility,wind turbine,
3962,1008067,power facility,wind turbine,
3962,61007,power facility,wind farm,Toora Wind Farm
3962,1008137,power facility,wind turbine,
3962,1008361,power facility,wind turbine,
3962,1008296,power facility,wind turbine,
3962,1008297,power facility,wind turbine,
3962,179074,community venue,hall,Toora Community Hall
3962,984891,care facility,child care,Toora Kindergarten
3962,177390,place of worship,church,St Agnes Catholic Church
3962,651041,sport facility,aquatic centre,Toora Heated Swimming Pool
3962,1005709,education centre,education complex,
3962,144498,education centre,primary school,Toora Primary School
3962,656113,emergency facility,fire station,Toora Fire Station CFA
3962,144494,emergency facility,police station,Toora Police Station
3314,1479,control point,survey monument,
3314,180248,admin facility,post office,
3314,650035,place of worship,church,St Lukes Lutheran Church
3314,178472,place of worship,church,Cavendish Anglican Church
3314,178473,place of worship,church,St Marys Catholic Church
3314,177392,place of worship,church,
3314,178474,place of worship,church,Cavendish Uniting Church
3314,969525,admin facility,office,Cavendish (Dse)
3314,179086,community venue,hall,
3314,136352,emergency facility,police station,Cavendish Police Station
3314,136354,education centre,primary school,Cavendish Primary School
3314,1010010,recreational resource,playground,
3314,1010021,landmark,monument,Cavendish War Memorial
3314,1023285,recreational resource,playground,
3314,655223,emergency facility,fire station,Bulart Fire Station CFA
3314,655271,emergency facility,fire station,Cavendish Fire Station CFA
3314,992834,care facility,child care,Cavendish Kindergarten
3314,911820,emergency facility,neighbourhood safer place,Cavendish (Town Square Memorial Park) NSP
3314,178471,place of worship,church,
3314,47720,storage facility,silo,
3314,1023174,dumping ground,transfer station,Cavendish Transfer Station
3314,996432,emergency facility,emergency coordination centre,Cavendish Local Command Facility
3314,655778,emergency facility,fire station,Mooralla Fire Station CFA
3314,61427,excavation site,quarry,
3314,651189,landmark,tower,Bepcha
3314,639,landmark,lookout,Mount Bepcha Scenic Lookout
3314,911061,communication service,exchange,
3314,279,recreational resource,hut,Camp Of The Emu Foot Shelter
3314,636964,emergency facility,fire lookout,Mt Bepcha
3314,988975,emergency facility,fire station,Brimpaen Satellite Fire Station (Glenisla) CFA
3314,1009617,community space,camp ground,Strachans Campground
3314,1727,control point,survey monument,
3314,532,recreational resource,picnic site,Ingleton Spring Picnic Area
3314,233,recreational resource,hut,Billimina Shelter
3314,295,recreational resource,hut,Cave Of Fishes Shelter
3314,980875,community space,camp ground,Deep Creek Hiker Campsite
3314,980876,recreational resource,hut,Gunangidura Shelter
3314,980878,community space,camp ground,Mount Thackeray Hiker Campsite
3314,980879,community space,camp ground,The Fortress Hiker Campsite
3314,980906,community space,camp ground,Buandik Campground
3314,988177,recreational resource,picnic site,
3314,988093,recreational resource,picnic site,
3314,1009594,recreational resource,picnic site,Ingleton Springs Picnic Site
3787,996512,emergency facility,emergency coordination centre,Sassafras Local Command Facility
3787,842549,communication service,exchange,Ferny Creek Telephone Exchange
3787,989770,place of worship,church,Romanian Seventh Day Adventist Church
3787,982511,health facility,maternal/child health centre,Sassafrass Maternal And Child Health Centre
3787,982567,recreational resource,playground,
3787,982618,recreational resource,playground,
3787,633066,community venue,hall,Sassafras Hall
3787,179531,admin facility,post office,
3787,633137,community venue,hall,
3787,994468,care facility,child care,Sassafras Preschool
3787,1018719,landmark,monument,Sassafras War Memorial
3787,142890,education centre,primary school,Sassafras Primary School
3787,143015,education centre,primary/secondary school,Sherbrooke Community School
3787,655986,emergency facility,fire station,Sassafras & Ferny Creek Fire Station CFA
